tag	cell	method	stage	metrics
cap_ctmm_qw_ch_sp_qw_ch_l0.003_ep16_all	qw_ch	sparse	loglik-ct-mmlu	MMLU/SAMPLE_LEN: 5700.0000 MMLU/ACC: 0.6693
cap_ctaw_qw_ch_sp_qw_ch_l0.003_ep16_all	qw_ch	sparse	loglik-ct-arcwiki	ARC_CHALLENGE/SAMPLE_LEN: 1172.0000 ARC_CHALLENGE/ACC: 0.4420 ARC_CHALLENGE/ACC_NORM: 0.4224 WIKITEXT/SAMPLE_LEN: 62.0000 WIKITEXT/WORD_PERPLEXITY: 13.8161 WIKITEXT/BYTE_PERPLEXITY: 1.6340 WIKITEXT/BITS_PER_BYTE: 0.7084
cap_gen_qw_ch_sp_qw_ch_l0.003_ep16_all	qw_ch	sparse	generative	MMLU/CHOICE/ACCURACY: 0.6790 MMLU/CHOICE/STDERR: 0.0148 ARC_CHALLENGE/CHOICE/ACCURACY: 0.8880 ARC_CHALLENGE/CHOICE/STDERR: 0.0100
cap_fxmm_qw_ch_sp_qw_ch_l0.01_ep8_completion	qw_ch	sparse	loglik-fx-mmlu	MMLU/SAMPLE_LEN: 5700.0000 MMLU/ACC: 0.7349
cap_fxaw_qw_ch_sp_qw_ch_l0.01_ep8_completion	qw_ch	sparse	loglik-fx-arcwiki	ARC_CHALLENGE/SAMPLE_LEN: 1172.0000 ARC_CHALLENGE/ACC: 0.5128 ARC_CHALLENGE/ACC_NORM: 0.5503 WIKITEXT/SAMPLE_LEN: 62.0000 WIKITEXT/WORD_PERPLEXITY: 12.1300 WIKITEXT/BYTE_PERPLEXITY: 1.5947 WIKITEXT/BITS_PER_BYTE: 0.6733
cap_ctmm_qw_ch_sp_qw_ch_l0.01_ep8_completion	qw_ch	sparse	loglik-ct-mmlu	MMLU/SAMPLE_LEN: 5700.0000 MMLU/ACC: 0.6884
cap_ctaw_qw_ch_sp_qw_ch_l0.01_ep8_completion	qw_ch	sparse	loglik-ct-arcwiki	ARC_CHALLENGE/SAMPLE_LEN: 1172.0000 ARC_CHALLENGE/ACC: 0.4556 ARC_CHALLENGE/ACC_NORM: 0.4317 WIKITEXT/SAMPLE_LEN: 62.0000 WIKITEXT/WORD_PERPLEXITY: 12.1300 WIKITEXT/BYTE_PERPLEXITY: 1.5947 WIKITEXT/BITS_PER_BYTE: 0.6733
cap_gen_qw_ch_sp_qw_ch_l0.01_ep8_completion	qw_ch	sparse	generative	MMLU/CHOICE/ACCURACY: 0.6800 MMLU/CHOICE/STDERR: 0.0148 ARC_CHALLENGE/CHOICE/ACCURACY: 0.8880 ARC_CHALLENGE/CHOICE/STDERR: 0.0100
cap_fxmm_qw_ch_sp_qw_ch_l0.01_ep8_all	qw_ch	sparse	loglik-fx-mmlu	MMLU/SAMPLE_LEN: 5700.0000 MMLU/ACC: 0.7349
cap_fxaw_qw_ch_sp_qw_ch_l0.01_ep8_all	qw_ch	sparse	loglik-fx-arcwiki	ARC_CHALLENGE/SAMPLE_LEN: 1172.0000 ARC_CHALLENGE/ACC: 0.4966 ARC_CHALLENGE/ACC_NORM: 0.5358 WIKITEXT/SAMPLE_LEN: 62.0000 WIKITEXT/WORD_PERPLEXITY: 12.7099 WIKITEXT/BYTE_PERPLEXITY: 1.6087 WIKITEXT/BITS_PER_BYTE: 0.6859
cap_ctmm_qw_ch_sp_qw_ch_l0.01_ep8_all	qw_ch	sparse	loglik-ct-mmlu	MMLU/SAMPLE_LEN: 5700.0000 MMLU/ACC: 0.6889
cap_ctaw_qw_ch_sp_qw_ch_l0.01_ep8_all	qw_ch	sparse	loglik-ct-arcwiki	ARC_CHALLENGE/SAMPLE_LEN: 1172.0000 ARC_CHALLENGE/ACC: 0.4462 ARC_CHALLENGE/ACC_NORM: 0.4189 WIKITEXT/SAMPLE_LEN: 62.0000 WIKITEXT/WORD_PERPLEXITY: 12.7099 WIKITEXT/BYTE_PERPLEXITY: 1.6087 WIKITEXT/BITS_PER_BYTE: 0.6859
cap_gen_qw_ch_sp_qw_ch_l0.01_ep8_all	qw_ch	sparse	generative	MMLU/CHOICE/ACCURACY: 0.6770 MMLU/CHOICE/STDERR: 0.0148 ARC_CHALLENGE/CHOICE/ACCURACY: 0.8930 ARC_CHALLENGE/CHOICE/STDERR: 0.0098
