cell	method	tag	stage	metric	value	delta_vs_unsteered
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_a8	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6698	+0.0473
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k128	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	1.0518	+0.4293
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k96	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.9907	+0.3682
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0.003_ep16_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7302	+0.1077
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.7636	+0.1411
qw_qa	unsteered	cap_fxaw_qw_qa_uns	loglik-fx-arcwiki	WIKITEXT/BITS_PER_BYTE	0.6225	
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_a8	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5909	+0.0514
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k128	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	2.0731	+0.5336
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k96	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.9872	+0.4477
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0.003_ep16_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6589	+0.1194
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.6977	+0.1582
qw_qa	unsteered	cap_fxaw_qw_qa_uns	loglik-fx-arcwiki	WIKITEXT/BYTE_PERPLEXITY	1.5395	
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_a8	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	11.9731	+1.9259
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k128	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	49.3293	+39.2821
qw_qa	iti	cap_fxaw_qw_qa_iti_qw_qa_k96	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	39.3358	+29.2886
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0.003_ep16_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	14.9781	+4.9309
qw_qa	sparse	cap_fxaw_qw_qa_sp_qw_qa_l0_ep16_all	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	16.9493	+6.9021
qw_qa	unsteered	cap_fxaw_qw_qa_uns	loglik-fx-arcwiki	WIKITEXT/WORD_PERPLEXITY	10.0472	
qw_qa	iti	cap_fxmm_qw_qa_iti_qw_qa_a8	loglik-fx-mmlu	MMLU/ACC	0.7349	+0.0000
qw_qa	iti	cap_fxmm_qw_qa_iti_qw_qa_k128	loglik-fx-mmlu	MMLU/ACC	0.7349	+0.0000
qw_qa	iti	cap_fxmm_qw_qa_iti_qw_qa_k96	loglik-fx-mmlu	MMLU/ACC	0.7349	+0.0000
qw_qa	sparse	cap_fxmm_qw_qa_sp_qw_qa_l0.003_ep16_all	loglik-fx-mmlu	MMLU/ACC	0.7349	+0.0000
qw_qa	sparse	cap_fxmm_qw_qa_sp_qw_qa_l0_ep16_all	loglik-fx-mmlu	MMLU/ACC	0.7349	+0.0000
qw_qa	unsteered	cap_fxmm_qw_qa_uns	loglik-fx-mmlu	MMLU/ACC	0.7349	
